time,hidden_load,accel,gyro,strain
0.0,5.14901424590337,2.4388081768542405,1.1299883401911173,3.6740684048325947
0.010001000100010001,4.958560713648778,2.4370295024963857,1.083798988495269,3.7530982106053288
0.020002000200020003,5.194386569428874,2.5153407851302942,0.9496157749114197,4.058736360275703
0.030003000300030003,5.457028968916405,2.80684804647252,1.2311697953592746,4.4530048693908295
0.040004000400040006,4.929914003567528,2.779046981877786,0.8168879253920444,4.249908619706375
0.05000500050005001,4.929958932883903,2.4035351026738696,0.9438534832761607,4.167402448842296
0.060006000600060005,5.474003868597,3.0476739221556666,0.8524788701696489,4.134229811876966
0.07000700070007002,5.230510446657179,2.586736543311556,1.3389688098542807,4.141286933596723
0.08000800080008001,4.859477716086141,2.4048327413073722,0.9977463442349028,3.9564235704387594
0.09000900090009001,5.163128048884931,2.906135320466947,1.4197303930030365,4.114631159693978
0.10001000100010002,4.861374731893514,2.7915254780250613,1.1562565078937632,3.8713816353524755
0.11001100110011001,4.860721117578284,2.791995731424026,1.104342342943486,3.5074140389358224
0.12001200120012001,5.073068729013673,2.4788755165900884,0.9930842010674603,3.819703919378549
0.13001300130013002,4.426535978021819,2.338915170003774,0.7961569236790809,3.4898279844788327
0.14001400140014003,4.4830847055197385,2.637450880005249,1.0442384400080433,2.8623894084246198
0.15001500150015,4.83191380033344,2.6671370014138756,1.0261803681517212,4.074806306176533
0.16001600160016002,4.69679072681348,2.3871313483107865,0.8103161920668212,3.4632553583418746
0.17001700170017003,5.094954266474858,2.9022181795540374,0.8646090368271343,4.2965361261871875
0.18001800180018002,4.728312847795172,2.492837551900272,0.8762763142174003,3.9811053693111043
0.19001900190019003,4.5770689637774,2.926575599736242,1.2642240924836439,3.5743132145137366
0.20002000200020004,5.440494708550495,3.314744270227507,1.49697486839007,4.6509616937627305
0.21002100210021002,4.933107191392101,2.878167892919645,1.0954457503250845,4.180553827063087
0.22002200220022003,5.021138546574862,3.077684579943418,1.1058090241151792,3.9877714757727447
0.23002300230023004,4.57349563289966,2.5975759510003504,0.9446267623943009,3.6012822800208237
